Age,Gender,Annual Income,Monthly Income,Employment Status,Years of Employment,Education,Marital Status,Loan Amount,Loan Purpose,Interest Rate,Loan Term,Credit Score,Debt-to-Income Ratio,Number of Existing Loans,Number of Credit Cards,Previous Loan Defaults,Savings Balance,Monthly Expenses,Property Ownership,Dependents,Risk Level
21,Male,18200.0,1516.67,Self-Employed,1.8,High School,Married,4800.0,Debt Consolidation,13.24,36,650.0,0.23,0,4,1,800.0,1082.55,Rent,0,High Risk
53,Female,75000.0,6250.0,Self-Employed,33.6,Bachelor,Married,21200.0,Home Improvement,17.34,36,595.0,0.19,1,7,0,4100.0,3225.13,Rent,0,High Risk
59,Male,100500.0,8375.0,Employed,33.4,Master,Single,9000.0,Debt Consolidation,12.21,24,682.0,0.08,0,4,0,26700.0,2811.12,Own,0,Low Risk
48,Female,99900.0,8325.0,Employed,2.1,Bachelor,Single,34900.0,Debt Consolidation,9.04,12,704.0,0.05,0,4,1,6800.0,2940.9,Rent,1,Medium Risk
66,Female,19100.0,1591.67,Retired,44.0,High School,Married,10100.0,Education,10.66,60,714.0,0.11,0,3,0,2400.0,1224.48,Mortgage,0,Low Risk
21,Male,46300.0,3858.33,Employed,,High School,Married,6900.0,Home Improvement,24.11,12,557.0,0.25,2,2,0,5500.0,2180.26,Rent,0,High Risk
74,Female,12300.0,1025.0,Retired,19.0,High School,Single,4800.0,Debt Consolidation,15.35,60,659.0,0.7,1,7,1,500.0,791.52,Rent,0,High Risk
62,Female,10100.0,841.67,Unemployed,0.0,Bachelor,Single,3100.0,Home Improvement,16.88,36,653.0,0.22,0,5,1,500.0,1251.68,Mortgage,1,High Risk
18,Non-Binary,9300.0,775.0,Unemployed,0.0,Associate,Married,4200.0,Debt Consolidation,20.26,24,545.0,0.64,1,1,1,700.0,1459.73,Rent,1,High Risk
37,Male,53800.0,4483.33,Employed,12.2,High School,Single,12200.0,Home Improvement,14.6,60,690.0,0.09,0,1,0,23200.0,2231.3,Mortgage,0,Low Risk
57,Male,134000.0,11166.67,Employed,34.0,Bachelor,Married,5500.0,Debt Consolidation,9.04,24,789.0,0.08,0,6,0,37200.0,4925.37,Mortgage,0,Low Risk
66,Female,34100.0,2841.67,Retired,42.0,Bachelor,Married,16400.0,Education,11.54,24,715.0,0.17,0,6,1,900.0,1443.16,Rent,0,High Risk
42,Female,55000.0,4583.33,Employed,19.1,Associate,Single,5700.0,Education,9.12,36,721.0,0.2,2,2,0,5900.0,2175.63,Own,2,Low Risk
31,Male,49400.0,4116.67,Employed,5.9,Bachelor,Widowed,15000.0,Debt Consolidation,8.88,36,782.0,0.1,0,3,0,15900.0,3237.17,Own,2,Low Risk
42,Female,12900.0,1075.0,Unemployed,0.0,Bachelor,Single,4100.0,Business,19.6,36,533.0,0.5,2,3,1,1100.0,1001.79,Mortgage,0,High Risk
47,Female,65100.0,5425.0,Employed,16.1,Bachelor,Single,8100.0,Debt Consolidation,17.55,12,603.0,0.07,0,2,0,4100.0,3068.63,Mortgage,1,Medium Risk
41,Male,161800.0,13483.33,Employed,13.3,Bachelor,Single,21200.0,Home Improvement,13.74,36,617.0,0.09,0,5,0,6400.0,5523.69,Own,1,Medium Risk
18,Male,107900.0,8991.67,Employed,0.0,Doctorate,Single,28600.0,Education,10.04,60,734.0,0.23,2,7,0,3800.0,4151.51,Rent,0,Medium Risk
45,Male,197400.0,16450.0,Self-Employed,3.7,Master,Married,47500.0,Debt Consolidation,16.97,36,620.0,0.09,1,6,0,100000.0,8070.61,Own,1,Low Risk
62,Male,92200.0,7683.33,Employed,24.5,Bachelor,Single,16400.0,Home Improvement,24.34,12,531.0,0.11,0,6,1,12500.0,2163.15,Mortgage,0,High Risk
30,Female,137400.0,11450.0,Employed,9.6,Bachelor,Single,8600.0,Debt Consolidation,12.74,36,732.0,0.08,0,3,0,6100.0,4968.04,Mortgage,2,Low Risk
53,Female,78400.0,6533.33,Employed,8.0,Bachelor,Married,26000.0,Debt Consolidation,16.41,12,,0.1,0,1,0,2700.0,3892.53,Rent,1,Medium Risk
26,Male,26200.0,2183.33,Self-Employed,6.8,High School,Married,9800.0,Home Improvement,17.38,12,586.0,0.13,0,4,1,4500.0,1678.17,Rent,3,High Risk
56,Female,133800.0,11150.0,Employed,19.6,Bachelor,Divorced,26300.0,Debt Consolidation,13.98,12,622.0,0.07,0,1,0,21200.0,5629.23,Mortgage,0,Medium Risk
42,Female,66500.0,5541.67,Self-Employed,23.7,Bachelor,Married,2600.0,Home Improvement,11.27,24,733.0,0.13,0,4,0,10200.0,3098.87,Rent,1,Low Risk
38,Male,32800.0,2733.33,Employed,18.4,High School,Married,14800.0,Debt Consolidation,17.3,60,648.0,0.31,2,1,0,2700.0,2087.08,Own,3,Medium Risk
36,Female,107300.0,8941.67,Employed,13.6,Doctorate,Divorced,12000.0,Education,18.44,24,573.0,0.2,3,2,0,2800.0,3248.74,Own,0,Medium Risk
28,Female,129500.0,10791.67,Employed,7.5,Master,Married,21500.0,Debt Consolidation,9.63,36,673.0,0.11,1,5,1,1000.0,5065.4,Own,0,Medium Risk
19,Male,44700.0,3725.0,Self-Employed,0.7,Associate,Married,3200.0,Debt Consolidation,17.62,36,639.0,0.25,2,2,0,15300.0,1659.49,Rent,1,Medium Risk
65,Non-Binary,20200.0,1683.33,Employed,28.0,High School,Married,6500.0,Education,23.77,60,517.0,0.37,1,6,0,500.0,1243.27,Rent,0,High Risk
46,Male,12000.0,1000.0,Unemployed,0.0,Bachelor,Divorced,2200.0,Business,10.53,60,746.0,0.4,1,3,0,1800.0,1286.99,Mortgage,1,Medium Risk
74,Female,28600.0,2383.33,Retired,37.0,Bachelor,Married,2800.0,Home Improvement,12.97,12,686.0,0.42,2,7,0,8400.0,1602.23,Own,1,Medium Risk
47,Female,76700.0,6391.67,Retired,17.0,Master,Married,6000.0,Home Improvement,18.17,24,564.0,0.22,2,4,0,15800.0,3164.01,Rent,0,Medium Risk
29,Female,34500.0,2875.0,Employed,9.7,High School,Single,3200.0,Debt Consolidation,16.61,60,584.0,0.25,1,5,0,5400.0,1912.54,Mortgage,3,Medium Risk
35,Female,40900.0,3408.33,Employed,6.5,High School,Single,4300.0,Home Improvement,17.31,60,670.0,0.13,0,4,0,6800.0,1694.02,Rent,0,Low Risk
22,Male,47900.0,3991.67,Employed,1.4,High School,Single,14500.0,Debt Consolidation,21.2,60,516.0,0.26,2,4,1,1900.0,2172.39,Rent,0,High Risk
58,Male,308200.0,25683.33,Employed,32.3,Doctorate,Married,105500.0,Debt Consolidation,10.46,60,743.0,0.09,2,6,0,,10766.52,Rent,2,Low Risk
18,Male,66900.0,5575.0,Employed,,Associate,Single,20400.0,Debt Consolidation,11.65,36,674.0,0.13,0,4,1,2100.0,3202.98,Rent,0,Medium Risk
18,Female,11900.0,991.67,Unemployed,0.0,Master,Married,2000.0,Business,19.03,36,543.0,0.7,2,7,2,2500.0,1073.19,Rent,0,High Risk
60,Male,114500.0,9541.67,Employed,15.3,Bachelor,Single,21500.0,Home Improvement,10.93,60,713.0,0.06,1,3,0,15700.0,3720.72,Mortgage,0,Medium Risk
42,Male,136400.0,11366.67,Self-Employed,23.2,Bachelor,Married,3800.0,Home Improvement,25.78,60,571.0,0.1,0,5,1,29700.0,4341.13,Mortgage,2,High Risk
50,Female,7500.0,625.0,Unemployed,,High School,Single,2300.0,Business,24.83,12,552.0,0.48,1,3,0,200.0,1603.06,Rent,1,High Risk
37,Male,59200.0,4933.33,Employed,0.5,Bachelor,Divorced,5300.0,Home Improvement,18.11,24,659.0,0.12,0,3,0,5900.0,2873.47,Rent,2,Low Risk
40,Male,61900.0,5158.33,Employed,22.0,High School,Married,7800.0,Personal,15.32,60,586.0,0.14,0,7,0,6600.0,3714.85,Mortgage,3,Medium Risk
46,Male,55200.0,4600.0,Employed,15.2,High School,Single,20800.0,Personal,17.81,12,653.0,0.05,0,3,0,3500.0,2666.89,Own,0,Medium Risk
73,Female,92700.0,7725.0,Self-Employed,40.5,Bachelor,Married,15900.0,Business,5.74,36,829.0,0.12,0,5,0,24300.0,3909.23,Own,0,Low Risk
54,Female,154700.0,12891.67,Employed,20.6,Bachelor,Married,9500.0,Education,6.26,36,757.0,0.11,1,6,0,24400.0,6596.27,Own,2,Low Risk
20,Male,98400.0,8200.0,Employed,1.1,Bachelor,Single,10600.0,Personal,20.45,12,574.0,0.13,0,6,0,25100.0,3539.16,Rent,0,Medium Risk
36,Female,39600.0,3300.0,Employed,8.4,Associate,Married,2400.0,Education,11.82,36,714.0,0.19,2,1,0,300.0,1792.68,Mortgage,0,Low Risk
41,Female,137000.0,11416.67,Employed,20.4,Bachelor,Married,24400.0,Auto,8.6,36,777.0,0.1,2,10,0,56700.0,4315.15,Own,2,Low Risk
32,Male,118000.0,9833.33,Employed,11.4,Bachelor,Married,16800.0,Education,10.11,36,728.0,0.05,0,3,0,13900.0,4473.27,Own,2,Low Risk
18,Female,10100.0,841.67,Unemployed,0.0,Associate,Single,4800.0,Debt Consolidation,16.04,60,603.0,0.17,0,2,0,,1522.17,Rent,0,High Risk
31,Male,6400.0,533.33,Unemployed,0.0,Master,Married,2100.0,Debt Consolidation,9.12,36,689.0,0.7,3,6,0,400.0,1414.15,Rent,2,High Risk
26,Female,73700.0,6141.67,Employed,1.0,Associate,Single,17600.0,Debt Consolidation,17.02,12,646.0,0.13,0,3,0,8500.0,2964.82,Rent,2,Medium Risk
32,Female,130300.0,10858.33,Employed,2.7,Bachelor,Married,35400.0,Auto,16.78,12,595.0,0.05,0,2,2,3200.0,4944.78,Own,4,High Risk
68,Male,27300.0,2275.0,Retired,27.0,Bachelor,Single,5400.0,Debt Consolidation,8.15,36,779.0,0.7,4,5,0,5300.0,1898.0,Rent,0,Medium Risk
68,Male,73700.0,6141.67,Retired,22.0,Master,Married,8400.0,Home Improvement,13.69,60,715.0,0.29,4,2,0,3700.0,2587.39,Own,0,Medium Risk
62,Male,37900.0,3158.33,Retired,29.0,Bachelor,Single,2800.0,Debt Consolidation,17.31,36,638.0,0.22,1,3,0,14500.0,1775.46,Rent,0,Medium Risk
70,Male,14600.0,1216.67,Retired,37.0,Associate,Divorced,2000.0,Auto,12.86,36,686.0,0.32,0,5,0,2200.0,1268.15,Rent,1,Low Risk
40,Female,134400.0,11200.0,Employed,3.7,Bachelor,Single,14000.0,Home Improvement,16.45,36,634.0,0.08,0,3,2,44800.0,5767.24,Mortgage,1,High Risk
71,Male,21800.0,1816.67,Retired,40.0,Bachelor,Single,3100.0,Auto,10.35,24,673.0,0.11,0,1,0,2800.0,1452.07,Rent,0,Medium Risk
65,Female,6900.0,575.0,Unemployed,0.0,High School,Single,2800.0,Debt Consolidation,17.69,60,619.0,0.66,1,2,0,800.0,1305.29,Rent,0,High Risk
32,Male,62300.0,5191.67,Employed,11.2,Associate,Married,18100.0,Education,18.05,24,632.0,0.3,3,1,1,11200.0,2199.35,Own,1,High Risk
62,Female,40900.0,3408.33,Employed,36.2,Associate,Married,15500.0,Business,7.89,12,755.0,0.23,1,6,0,12400.0,1878.3,Mortgage,0,Low Risk
53,Female,63000.0,5250.0,Employed,8.7,Bachelor,Married,6000.0,Home Improvement,13.04,12,644.0,0.16,1,4,0,15000.0,2726.84,Mortgage,1,Low Risk
46,Female,135200.0,11266.67,Self-Employed,,Bachelor,Divorced,5400.0,Personal,14.83,24,608.0,0.1,1,7,0,5600.0,5029.9,Mortgage,3,Low Risk
27,Female,53100.0,4425.0,Employed,1.7,High School,Married,5300.0,Debt Consolidation,18.28,60,624.0,0.33,3,5,0,53600.0,2989.92,Own,1,Low Risk
29,Female,29700.0,2475.0,Employed,10.0,High School,Married,7300.0,Debt Consolidation,19.65,24,516.0,,0,3,1,400.0,2216.86,Mortgage,0,High Risk
58,Female,5100.0,425.0,Unemployed,0.0,Bachelor,Single,3900.0,Auto,19.71,60,588.0,0.7,1,7,1,1000.0,636.48,Own,0,High Risk
29,Female,36800.0,3066.67,Employed,1.0,High School,Married,11100.0,Education,17.11,36,606.0,0.09,0,1,1,10400.0,1561.14,Mortgage,0,High Risk
56,Male,45300.0,3775.0,Employed,0.6,Associate,Married,9800.0,Debt Consolidation,8.34,60,755.0,0.25,1,9,0,14300.0,2329.63,Mortgage,0,Low Risk
39,Male,6100.0,508.33,Unemployed,0.0,High School,Married,4800.0,Education,16.14,36,584.0,0.7,1,3,0,400.0,1619.21,Mortgage,2,High Risk
27,Female,132900.0,11075.0,Employed,1.7,Bachelor,Divorced,4700.0,Debt Consolidation,16.03,12,625.0,0.05,0,5,0,6700.0,3576.91,Own,2,Low Risk
52,Female,125000.0,10416.67,Employed,33.9,Bachelor,Divorced,4100.0,Debt Consolidation,8.7,60,741.0,0.08,2,6,0,1000.0,4426.02,Own,0,Low Risk
55,Female,135800.0,11316.67,Self-Employed,6.4,Bachelor,Widowed,11700.0,Education,14.7,24,606.0,0.05,0,2,0,,3856.71,Own,1,Medium Risk
31,Female,54800.0,4566.67,Employed,5.5,High School,Single,11300.0,Debt Consolidation,13.93,36,608.0,0.15,0,4,0,500.0,2979.58,Own,1,Medium Risk
63,Female,110000.0,9166.67,Employed,16.2,Bachelor,Divorced,41400.0,Auto,11.17,24,699.0,0.11,1,3,0,60300.0,2986.75,Rent,0,Low Risk
39,Male,38900.0,3241.67,Employed,5.9,High School,Married,2000.0,Home Improvement,24.48,24,565.0,0.11,0,7,0,4600.0,2440.35,Rent,2,Medium Risk
27,Female,108500.0,9041.67,Employed,5.2,Bachelor,Single,16100.0,Debt Consolidation,23.15,24,578.0,0.05,0,2,0,14600.0,4677.04,Mortgage,0,High Risk
41,Male,60700.0,5058.33,Self-Employed,20.3,Bachelor,Single,8700.0,Debt Consolidation,16.49,12,642.0,0.05,0,1,1,,2880.94,Rent,0,High Risk
64,Female,37700.0,3141.67,Employed,4.0,High School,Single,6200.0,Debt Consolidation,6.88,36,749.0,0.29,2,2,0,8500.0,1173.38,Mortgage,0,Low Risk
57,Male,6000.0,500.0,Unemployed,0.0,Master,Married,2400.0,Home Improvement,18.45,24,596.0,0.7,3,4,1,600.0,1343.64,Mortgage,0,High Risk
43,Male,94700.0,7891.67,Employed,0.5,Bachelor,Married,6900.0,Auto,15.64,60,653.0,0.1,0,5,0,70600.0,3824.07,Mortgage,2,Low Risk
45,Male,63300.0,5275.0,Employed,14.4,High School,Single,4900.0,Home Improvement,13.38,36,730.0,0.14,3,3,0,28200.0,3492.61,Rent,2,Low Risk
46,Male,171100.0,14258.33,Self-Employed,16.6,Bachelor,Single,19000.0,Debt Consolidation,11.67,24,681.0,0.08,0,5,0,26200.0,8203.72,Rent,2,Low Risk
25,Female,76900.0,6408.33,Employed,5.1,Bachelor,Divorced,19100.0,Personal,19.49,24,487.0,0.08,1,0,1,2500.0,2913.13,Rent,2,High Risk
25,Male,87300.0,7275.0,Employed,4.6,Master,Married,4800.0,Debt Consolidation,9.37,36,703.0,0.1,0,2,0,38400.0,2877.79,Mortgage,1,Low Risk
52,Male,16500.0,1375.0,Retired,19.0,High School,Divorced,3400.0,Business,11.57,12,727.0,0.37,1,5,0,4600.0,1588.63,Rent,0,Medium Risk
45,Male,111800.0,9316.67,Self-Employed,10.8,Master,Married,20300.0,Personal,7.16,36,759.0,0.14,1,8,0,51400.0,2733.38,Mortgage,0,Low Risk
27,Male,27300.0,2275.0,Employed,3.1,High School,Single,2800.0,Debt Consolidation,16.42,36,584.0,0.25,1,4,1,6900.0,1295.54,Rent,0,Medium Risk
65,Female,53900.0,4491.67,Employed,8.2,High School,Single,13300.0,Auto,11.65,60,722.0,0.11,0,4,0,5800.0,2186.07,Rent,1,Medium Risk
57,Female,120900.0,10075.0,Employed,10.1,Bachelor,Divorced,28700.0,Business,3.96,36,821.0,0.11,1,9,0,42800.0,3633.88,Mortgage,2,Low Risk
64,Male,267600.0,22300.0,Self-Employed,13.2,Doctorate,Single,63100.0,Home Improvement,12.3,36,,0.05,1,4,0,172700.0,7563.79,Mortgage,0,Low Risk
50,Female,16700.0,1391.67,Retired,23.0,High School,Single,4900.0,Debt Consolidation,13.02,24,638.0,0.7,3,7,0,2600.0,1031.56,Rent,0,High Risk
59,Female,89300.0,7441.67,Self-Employed,19.0,Bachelor,Single,11700.0,Auto,22.47,36,543.0,0.09,0,4,0,3800.0,4489.55,Own,0,High Risk
50,Male,50800.0,4233.33,Employed,30.4,Associate,Single,16000.0,Auto,10.59,12,703.0,0.1,1,1,0,17600.0,3533.33,Mortgage,3,Low Risk
46,Female,8300.0,691.67,Unemployed,0.0,Bachelor,Married,4600.0,Personal,16.71,24,608.0,0.68,1,3,0,200.0,2018.99,Rent,4,High Risk
40,Female,61400.0,5116.67,Employed,20.1,Bachelor,Divorced,6100.0,Auto,13.4,60,682.0,0.05,0,7,0,9800.0,3274.13,Mortgage,2,Low Risk
36,Female,318500.0,26541.67,Employed,1.4,Doctorate,Married,88300.0,Auto,9.88,60,746.0,0.05,0,2,0,26200.0,6941.55,Mortgage,0,Low Risk
69,Male,22900.0,1908.33,Retired,34.0,High School,Single,5100.0,Home Improvement,14.12,60,689.0,0.2,0,5,3,1200.0,845.65,Mortgage,0,High Risk
58,Male,25200.0,2100.0,Employed,22.5,High School,Single,5300.0,Auto,15.37,36,606.0,0.3,1,5,1,8600.0,1537.88,Rent,1,Medium Risk
67,Male,65300.0,5441.67,Retired,15.0,Master,Divorced,20400.0,Debt Consolidation,10.57,12,724.0,0.23,2,2,0,3900.0,3241.27,Mortgage,0,Medium Risk
72,Male,20800.0,1733.33,Retired,35.0,Bachelor,Single,7900.0,Business,9.63,60,763.0,0.22,0,10,0,5000.0,1527.63,Mortgage,0,Low Risk
19,Male,48600.0,4050.0,Employed,0.6,High School,Divorced,24700.0,Debt Consolidation,9.14,36,748.0,0.28,2,3,0,800.0,2316.66,Rent,1,Medium Risk
72,Male,32800.0,2733.33,Retired,44.0,Bachelor,Married,4900.0,Personal,8.2,60,771.0,0.24,1,7,0,4000.0,1908.31,Mortgage,0,Low Risk
22,Male,120300.0,10025.0,Self-Employed,3.3,Master,Married,46600.0,Education,16.83,60,583.0,0.12,1,6,2,32200.0,4904.96,Rent,0,High Risk
73,Female,10900.0,908.33,Retired,26.0,High School,Married,3500.0,Personal,18.47,60,665.0,0.7,1,5,0,0.0,1412.58,Own,0,High Risk
30,Female,107500.0,8958.33,Employed,5.5,Bachelor,Single,5100.0,Personal,17.94,24,634.0,0.15,2,3,2,6600.0,3188.59,Mortgage,0,High Risk
75,Female,36600.0,3050.0,Retired,,Doctorate,Single,3300.0,Home Improvement,16.81,36,628.0,0.18,1,3,0,6100.0,1161.84,Mortgage,0,Low Risk
36,Male,41400.0,3450.0,Retired,16.0,Bachelor,Married,2000.0,Debt Consolidation,9.22,36,726.0,0.1,0,5,0,,2274.81,Mortgage,2,Low Risk
24,Male,105600.0,8800.0,Employed,2.3,Bachelor,Divorced,4900.0,Home Improvement,10.01,36,676.0,0.08,0,2,0,8500.0,3969.06,Rent,0,Low Risk
49,Male,31800.0,2650.0,Employed,7.6,High School,Divorced,4900.0,Debt Consolidation,12.57,12,697.0,0.17,1,1,0,8500.0,2287.97,Mortgage,2,Low Risk
73,Male,8500.0,708.33,Retired,38.0,High School,Single,2400.0,Home Improvement,13.92,12,664.0,0.36,1,1,1,1100.0,644.53,Own,0,High Risk
61,Female,84700.0,7058.33,Employed,41.3,Master,Divorced,25700.0,Home Improvement,10.38,36,733.0,0.18,1,6,1,200.0,3200.97,Rent,0,Medium Risk
58,Female,91100.0,7591.67,Employed,13.5,Master,Single,12200.0,Debt Consolidation,8.25,36,792.0,0.1,0,4,0,31000.0,3234.66,Mortgage,2,Low Risk
52,Female,184200.0,15350.0,Employed,31.3,Master,Married,26200.0,Debt Consolidation,11.75,12,695.0,0.07,1,5,0,8300.0,5804.2,Mortgage,0,Low Risk
52,Female,31100.0,2591.67,Employed,6.8,High School,Single,6600.0,Business,17.51,24,655.0,0.18,0,4,0,200.0,2018.14,Mortgage,4,Medium Risk
18,Male,69600.0,5800.0,Employed,0.0,Bachelor,Married,4300.0,Debt Consolidation,16.72,60,615.0,0.1,0,7,0,15400.0,2404.17,Rent,0,Medium Risk
40,Female,80200.0,6683.33,Self-Employed,17.3,Master,Married,26800.0,Debt Consolidation,7.71,24,789.0,0.14,2,5,0,18400.0,3177.74,Own,0,Low Risk
35,Male,104200.0,8683.33,Self-Employed,3.4,Bachelor,Divorced,9800.0,Business,13.75,24,634.0,0.05,0,6,0,17000.0,3391.92,Mortgage,2,Low Risk
62,Male,71800.0,5983.33,Employed,42.2,Associate,Single,13400.0,Debt Consolidation,7.43,60,823.0,0.13,1,8,0,10700.0,2718.44,Rent,0,Low Risk
71,Male,26600.0,2216.67,Retired,,Bachelor,Single,9700.0,Debt Consolidation,19.96,36,548.0,0.2,0,7,1,0.0,1622.1,Rent,1,High Risk
72,Female,26900.0,2241.67,Retired,36.0,Bachelor,Divorced,3700.0,Debt Consolidation,10.39,36,681.0,0.26,1,1,0,3000.0,1217.89,Mortgage,0,Medium Risk
24,Female,72700.0,6058.33,Employed,5.8,Bachelor,Married,8700.0,Education,21.12,24,485.0,0.08,0,0,1,4000.0,2491.48,Rent,0,High Risk
66,Non-Binary,51400.0,4283.33,Retired,28.0,Bachelor,Single,6100.0,Education,11.57,36,718.0,0.22,2,3,0,9900.0,2303.31,Own,0,Low Risk
60,Female,58300.0,4858.33,Self-Employed,11.1,High School,Single,24600.0,Personal,11.33,36,687.0,0.11,1,6,0,16200.0,2557.35,Mortgage,0,Medium Risk
33,Female,54500.0,4541.67,Employed,6.4,Bachelor,Widowed,8000.0,Debt Consolidation,15.37,24,634.0,0.13,1,3,0,5300.0,2164.78,Rent,1,Medium Risk
66,Female,47800.0,3983.33,Retired,22.0,Master,Single,18500.0,Business,18.49,60,667.0,0.09,0,2,0,500.0,2702.44,Mortgage,2,Medium Risk
36,Female,60400.0,5033.33,Employed,14.6,High School,Married,5300.0,Debt Consolidation,14.86,36,617.0,0.09,0,4,0,2900.0,3849.05,Mortgage,3,Medium Risk
23,Male,102200.0,8516.67,Employed,4.7,Master,Single,26600.0,Auto,18.21,36,659.0,0.14,2,2,0,24500.0,3313.52,Rent,0,Medium Risk
69,Female,62400.0,5200.0,Retired,34.0,Master,Single,5700.0,Debt Consolidation,6.2,24,833.0,0.1,0,8,0,12400.0,2842.03,Rent,0,Low Risk
20,Male,9300.0,775.0,Unemployed,0.0,Doctorate,Divorced,4300.0,Auto,13.34,36,585.0,0.31,0,4,0,2500.0,1044.16,Rent,2,High Risk
54,Female,153700.0,12808.33,Employed,26.9,Bachelor,Divorced,9000.0,Auto,8.08,24,779.0,0.08,1,5,0,52200.0,5247.38,Own,3,Low Risk
29,Male,153200.0,12766.67,Employed,8.1,Master,Single,43800.0,Debt Consolidation,13.37,12,709.0,0.08,0,5,0,3000.0,6606.78,Own,1,Medium Risk
22,Female,101400.0,8450.0,Employed,0.5,Bachelor,Single,22800.0,Business,9.73,24,707.0,0.2,5,7,0,10200.0,3428.93,Rent,2,Medium Risk
66,Male,26600.0,2216.67,Retired,30.0,Associate,Single,3200.0,Debt Consolidation,13.4,60,688.0,0.18,0,7,1,1900.0,1514.73,Rent,0,Medium Risk
24,Female,81600.0,6800.0,Employed,2.4,Bachelor,Married,11100.0,Education,13.89,12,664.0,0.11,0,7,0,16200.0,3819.66,Mortgage,2,Low Risk
39,Female,7700.0,641.67,Unemployed,0.0,Associate,Divorced,2500.0,Education,20.26,24,515.0,0.7,1,7,1,600.0,1786.68,Rent,2,High Risk
40,Female,49600.0,4133.33,Employed,9.7,Associate,Divorced,21100.0,Auto,10.74,24,722.0,0.22,3,2,0,6400.0,1517.34,Rent,0,Medium Risk
37,Female,123900.0,10325.0,Employed,6.8,Bachelor,Single,18200.0,Home Improvement,15.72,36,647.0,0.08,1,5,0,49400.0,4744.14,Own,1,Low Risk
65,Male,163800.0,13650.0,Employed,2.4,Doctorate,Single,3200.0,Debt Consolidation,11.85,36,671.0,0.07,1,1,0,109500.0,4259.51,Own,0,Low Risk
66,Male,69800.0,5816.67,Retired,35.0,Master,Married,3800.0,Debt Consolidation,7.23,36,780.0,0.23,3,7,0,61200.0,2627.16,Mortgage,0,Low Risk
47,Male,78700.0,6558.33,Employed,16.5,Bachelor,Single,13100.0,Home Improvement,8.09,60,756.0,0.1,0,4,0,34900.0,2268.8,Mortgage,1,Low Risk
19,Male,104300.0,8691.67,Self-Employed,0.7,Master,Married,6100.0,Auto,20.09,36,564.0,0.09,1,5,2,6300.0,2605.47,Rent,0,High Risk
51,Female,67200.0,5600.0,Self-Employed,28.7,High School,Single,37600.0,Debt Consolidation,16.78,24,621.0,0.11,0,7,0,600.0,3058.52,Mortgage,1,High Risk
59,Female,64100.0,5341.67,Employed,5.1,Bachelor,Married,5700.0,Debt Consolidation,19.51,60,600.0,0.15,1,4,0,20400.0,2911.58,Mortgage,0,Low Risk
28,Female,66000.0,5500.0,Employed,7.1,Master,Married,19300.0,Education,13.92,24,655.0,0.09,0,5,0,3600.0,2393.23,Mortgage,0,Medium Risk
75,Female,34900.0,2908.33,Retired,31.0,Bachelor,Married,4900.0,Home Improvement,21.61,60,557.0,0.33,1,7,0,1000.0,1577.6,Mortgage,0,High Risk
60,Male,61700.0,5141.67,Employed,10.8,Associate,Married,9500.0,Education,17.09,24,607.0,0.09,0,1,0,300.0,3057.17,Rent,2,Medium Risk
43,Male,156700.0,13058.33,Employed,2.5,Bachelor,Married,23700.0,Auto,19.38,24,546.0,0.13,1,2,1,4400.0,4936.3,Mortgage,0,High Risk
64,Male,288900.0,24075.0,Self-Employed,43.1,Doctorate,Married,48600.0,Education,5.37,24,850.0,0.09,2,6,0,45300.0,7448.66,Rent,0,Low Risk
54,Female,49500.0,4125.0,Employed,17.5,High School,Married,2700.0,Debt Consolidation,10.22,24,686.0,0.12,1,5,0,1400.0,1926.89,Mortgage,0,Low Risk
46,Female,89800.0,7483.33,Employed,10.5,Bachelor,Widowed,36800.0,Home Improvement,10.23,12,726.0,0.14,1,5,0,1700.0,3226.41,Own,0,Medium Risk
47,Female,58000.0,4833.33,Employed,2.6,High School,Single,12300.0,Auto,17.99,12,584.0,0.05,0,2,0,6000.0,2088.07,Rent,1,Medium Risk
24,Male,59900.0,4991.67,Employed,2.8,Associate,Married,12500.0,Home Improvement,15.32,36,647.0,0.12,1,5,1,9600.0,2334.95,Rent,0,High Risk
28,Male,79100.0,6591.67,Self-Employed,2.7,Bachelor,Married,14100.0,Debt Consolidation,21.65,36,480.0,0.08,0,3,1,3300.0,3276.12,Mortgage,1,High Risk
74,Male,100600.0,8383.33,Retired,25.0,Doctorate,Married,2700.0,Home Improvement,6.34,24,775.0,0.12,1,6,0,,3691.07,Mortgage,1,Low Risk
49,Female,226800.0,18900.0,Employed,12.7,Doctorate,Married,17800.0,Education,11.53,24,695.0,0.12,3,4,0,19800.0,9060.44,Mortgage,2,Low Risk
29,Male,33000.0,2750.0,Self-Employed,4.4,Associate,Single,11900.0,Home Improvement,12.06,24,736.0,0.16,1,3,0,5100.0,2209.47,Rent,2,Medium Risk
21,Female,14500.0,1208.33,Unemployed,0.0,High School,Married,6300.0,Auto,19.52,24,552.0,0.05,0,1,0,200.0,1092.97,Rent,0,High Risk
48,Female,178700.0,14891.67,Employed,7.4,Bachelor,Married,50600.0,Debt Consolidation,18.84,60,621.0,0.08,2,4,0,57100.0,5032.3,Mortgage,3,Low Risk
53,Male,68300.0,5691.67,Employed,23.0,Bachelor,Single,16300.0,Education,10.36,60,729.0,0.19,3,3,0,3500.0,3114.8,Rent,1,Medium Risk
37,Female,121600.0,10133.33,Employed,4.8,Master,Married,8100.0,Education,16.36,36,620.0,0.07,1,1,0,34600.0,4639.89,Rent,1,Low Risk
